genre,track_name,track_id,artists_track,album_name,release_date,popularity,duration_ms
rock,Codex,6ttYF5VadzTssGV2i1Q08T,Radiohead,The King Of Limbs,2011-02-18,57,287066
rock,Noches de Insomnio,2qJR0ys6XlFeoUlDTWeFRn,Airbag,Libertad,2013-11-27,62,212783
rock,Nearly Forgot My Broken Heart,7MjRtWS2teufvOiMM0BARZ,Chris Cornell,Higher Truth,2015-09-18,58,234426
rock,Lorelei,6mwS9ssEVKK7dmVVXwpbv7,Scorpions,Sting in the Tail,2010-03-22,52,272906
rock,Cum on Feel the Noize,3dS7g2Cemp3bQEOqW9WbLm,Slade,Sladest (Expanded),2011-03-07,53,264880
rock,One Horse Town,4kw5w3cfGAy4cckXPCJHjz,Blackberry Smoke,The Whippoorwill (3 Bonus Track UK/EU Edition),2012,50,256146
rock,'Cause I'm A Man,2O99aywAVBhaPrsiJ6zbSS,Tame Impala,Currents,2015-07-17,62,241986
rock,One Way Trigger,5GKVcvTgnFYtfh25qKQtRg,The Strokes,Comedown Machine,2013-03-25,57,242293
rock,Look Around,4RU7rnJBOXCzWmsLDqUaFC,Red Hot Chili Peppers,I'm with You,2011-08-29,57,208000
rock,Disciples,2gNfxysfBRfl9Lvi9T3v6R,Tame Impala,Currents,2015-07-17,64,108546
rock,Shoot to Thrill,6GzCkTddOn1vSln1gbSr8y,AC/DC,Iron Man 2,2010-04-29,56,317800
rock,Madrugada,4SGCn3ZVXa7bepHuAdQvC9,La Beriso,Historias,2014-10-07,63,281920
rock,Survival,2IFqUmfW8oQoKn6ToxKsMs,Muse,The 2nd Law,2012-09-24,54,257466
rock,Save Yourself,6FhB5ZyT4JsIJ0ozDlXCIp,My Darkest Days,Sick And Twisted Affair (Deluxe Edition),2012-01-01,61,221160
rock,El lado soleado de la calle,2kHMrSmCFjxS76sQnhdxfJ,El Cuarteto De Nos,Porfiado,2012-04-27,54,250306
rock,Fallen,3gXxpp7y7EAOg4PVqqGCAb,Volbeat,Beyond Hell / Above Heaven,2010-09-10,61,300093
rock,Swerve City,2OUR8g12h5qsGDs1v5lqvp,Deftones,Koi No Yokan,2012-11-09,67,164986
rock,La Flaca (feat. Juanes),1NC5LcAmP5gJcLWVl5tJvv,"Santana, Juanes",La Flaca (feat. Juanes),2013-11-25,49,251173
rock,Angels Fall,2D9BrlpeyjXF0vli2dYQ5V,Breaking Benjamin,Dark Before Dawn,2015-06-23,67,228866
rock,High Tide Or Low Tide,3lGqz047x1WtLJjMV0tdA4,"Ben Harper, Jack Johnson","Jack Johnson & Friends: Best Of Kokua Festival, A Benefit For The Kokua Hawaii Foundation",2012-01-01,54,304053
rock,The Way It Was,0x4rW5jv6fkKweBgjE5O8F,The Killers,Battle Born,2012-09-17,57,231160
rock,Love/Paranoia,5h9hkYIBWTZYFRmF6Iz1gt,Tame Impala,Currents,2015-07-17,66,185773
rock,Hotel California - 2013 Remaster,1ZA8L9IOkRhmmz4nPXXx7h,Eagles,The Complete Greatest Hits (2013 Remaster),2013-04-26,55,391376
rock,Telescope,5dyfHe3tR7wyzfuNo0uu3Y,Cage The Elephant,Melophobia,2013-10-08,55,228293
rock,Snake Eyes,3SvIbcr7uvjRp5PuPN47eo,Mumford & Sons,Wilder Mind,2015-05-01,51,248546
rock,Happy Idiot,63mnZ0zF5fBwJzYg2pDo9e,TV On The Radio,Seeds,2014-11-17,61,183002
rock,Beauty School,5sUCU4eiyf0pplIJ7OGEoc,Deftones,Diamond Eyes,2010-04-30,67,287840
rock,Mercy,2qkmPUG7ARsRwhVICQVwQS,Muse,Drones,2015-06-04,54,231973
rock,Como Tú (Magic Music Box),05neYxc9nmlxJ7uTOZPlnq,León Larregui,Solstis - De León Larregui,2012-01-01,69,232120
rock,The House of Wolves,7hntkdvG3jWdFKm7pGCCzd,Bring Me The Horizon,Sempiternal (Expanded Edition),2013-04-01,62,205160
rock,Amor Clandestino - 2020 Remasterizado,20kNEiIOgaI7AK4C7Psgsu,Maná,Drama Y Luz (2020 Remasterizado),2011,52,291613
rock,Verano,0c4HN6MA1dzGqi6mp5R5cW,Caramelos De Cianuro,Caramelos de Cianuro,2010,47,184573
rock,Every Other Freckle,3WA3LfyMaG9lyA8D4hG86N,alt-J,This Is All Yours,2014-09-22,54,216004
rock,Ironía,4oxZZfntmwfN35llkS74fU,Maná,Cama Incendiada,2015-04-21,50,316520
rock,Lies,0mgXOSuxdH84O2MSc1ZmrU,"Eric Clapton, John Mayer",Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,2014-01-01,54,186826
rock,El Instante Pasó,4HBtLHvmrST7c7lvMrzUQ1,Caramelos De Cianuro,8,2015,49,261888
rock,Babel,2VWsju2DQZHz4GJ60UIcqF,Mumford & Sons,Babel (Deluxe Version),2012-09-21,50,207934
rock,Untraveled Road,3WG3wFBe9NgkWB1mNGE6fJ,Thousand Foot Krutch,OXYGEN: INHALE,2014-08-26,60,235689
rock,First,3omXshBamrREltcf24gYDC,Cold War Kids,Hold My Home,2014-10-31,67,200360
rock,Falling Apart,2i32TJpVNQwoOZqUataaKI,Papa Roach,F.E.A.R. (Deluxe Edition),2015-11-27,65,188919
R&B,Wrist (feat. Solo Lucci),3sHPSPSfMzziQD1v6U6vz0,"Chris Brown, Solo Lucci",Royalty (Deluxe Version),2015-12-18,65,194586
R&B,Losing You,5hR0wTnydz6lmErOV4c0sp,Solange,Losing You,2012-10-02,65,260398
R&B,Baile de Favela,6RvMVidQrwAh2VkXLIVfQn,Mc João,Baile de Favela,2015-12-10,44,173000
R&B,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,"Omarion, Chris Brown, Jhené Aiko",Sex Playlist,2014-12-02,71,226580
R&B,It Won't Stop (feat. Chris Brown) - EP Version,2xRYnHQdLD9ketvC01UYYT,"Sevyn Streeter, Chris Brown","Call Me Crazy, But...",2013-12-03,71,281080
R&B,Monks,0msrDPXxZpts4FRnoX0bFr,Frank Ocean,channel ORANGE,2012-07-10,67,200240
R&B,One In A Million,03ZtlmARAMWhAgZSIs6Fes,Ne-Yo,Libra Scale,2010-01-01,65,243226
R&B,Back To Sleep,6dlpABcXrQKRU9G00i6Zba,Chris Brown,Royalty (Deluxe Version),2015-12-18,69,201253
R&B,Swim Good,3CgZCQyuyxHRMWB9BTwmni,Frank Ocean,Swim Good,2011-01-01,70,257186
R&B,Forrest Gump,4YZbVct8l9MnAVIROnLQdx,Frank Ocean,channel ORANGE,2012-07-10,69,194840
R&B,Sierra Leone,1HwbgJAU9PZ7YbzKgVgoIF,Frank Ocean,channel ORANGE,2012-07-10,67,148760
R&B,Na Na,5UccF17BZUrWZfMkcLPC64,Trey Songz,Trigga (Deluxe),2014-07-01,60,231906
R&B,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,"Meek Mill, Chris Brown, Nicki Minaj",Dreams Worth More Than Money,2015-06-29,71,223973
R&B,Girl You Know It's True,0C7dYeCLF6ukChtW64UNge,Milli Vanilli,Girl You Know It's True - The Best Of Milli Vanilli,2013-07-26,60,198573
R&B,Little Black Submarines,1PXsUXSM3LF2XNSkmIldPb,The Black Keys,El Camino,2011-12-06,59,251266
R&B,Let Em' Know,5QDGKcQLqOJvoiu8eScEaM,Bryson Tiller,T R A P S O U L,2015-10-02,76,261880
R&B,Beat It (feat. Chris Brown & Wiz Khalifa),3bwCMbwDZVtvJDnUTQIdCX,"Sean Kingston, Chris Brown, Wiz Khalifa",Back 2 Life,2013-09-10,70,253453
R&B,Na Ponta Ela Fica,1OtZIaJBXo3Pe6nfaMsjKT,Delano,Na Ponta Ela Fica,2015-03-31,59,154026
R&B,New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,"Chris Brown, USHER, Rick Ross",X (Expanded Edition),2014-09-16,73,244226
R&B,Adorn,5hJFhO9dvhJoDvUZZ9iWSw,Miguel,Kaleidoscope Dream (Deluxe Version),2012,68,193146
R&B,Na Na,5LIleJbUUgtvYnBW9wfY1W,Trey Songz,Trigga Reloaded,2015-06-23,64,231906
R&B,All I Want Is You (feat. J. Cole),5VA4Ispp52EA1sOqzMz3Av,"Miguel, J. Cole",All I Want Is You,2010-11-26,75,295920
R&B,From Time,2WC4sK0ryyysQhtDok9Ytr,"Drake, Jhené Aiko",Nothing Was The Same (Deluxe),2013-01-01,67,322160
R&B,Gold on the Ceiling,5lN1EH25gdiqT1SFALMAq1,The Black Keys,El Camino,2011-12-06,64,224333
R&B,Lies,0mgXOSuxdH84O2MSc1ZmrU,"Eric Clapton, John Mayer",Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,2014-01-01,54,186826
R&B,Stay Ready (What A Life),5nkUIVKqOqdpB6ApKgEMkv,"Jhené Aiko, Kendrick Lamar",Sail Out,2013-01-01,75,382760
R&B,Rapper's Delight,2XbwFs07dfm2MGQuYmRMZT,The Sugarhill Gang,The Sugarhill Gang - 30th Anniversary Edition (Expanded Version),2010-01-01,61,235840
R&B,Sure Thing,0JXXNGljqupsJaZsgSbMZV,Miguel,All I Want Is You,2010-11-26,84,195373
R&B,Deuces (feat. Tyga & Kevin McCall),6wN4nT2qy3MQc098yL3Eu9,"Chris Brown, Tyga, Kevin McCall",F.A.M.E. (Expanded Edition),2011-03-22,74,276560
R&B,Weight of Love,3xMQOd1C3TXsjQ3pmzOmkC,The Black Keys,Turn Blue,2014-05-09,63,410186
R&B,Un-thinkable (I'm Ready) (feat. Drake) - Remix,4o4wEDRqotccDTXiQ7TORu,"Alicia Keys, Drake",Un-thinkable (I'm Ready) (feat. Drake) [Remix],2010-05-28,75,282026
R&B,Lonely Boy,3dOAXUx7I1qnzWzxdnsyB8,The Black Keys,Lonely Boy,2011-10-26,50,193653
R&B,Exchange,43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,T R A P S O U L,2015-10-02,79,194613
R&B,Next To You (feat. Justin Bieber),7gd01LMH2gBcoDngSt8sq9,"Chris Brown, Justin Bieber",F.A.M.E. (Expanded Edition),2011-03-22,73,265813
R&B,The Fall,35yZkNFNVosiHE6Uj0COVM,Rhye,Woman,2013-01-01,64,224680
R&B,Henny & Gingerale - Bonus Track,22WRYBnzXfM9g7uNd5w79q,Mayer Hawthorne,How Do You Do,2011-01-01,59,254160
R&B,Man Funk,1QQxrrABKbx5w4LIphElwb,"Guts, Leron Thomas",Hip Hop After All,2014-09-08,58,233925
R&B,Her Way,3JEJwjqLkg2Jbau5922CAb,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,2014-07-29,77,216630
R&B,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,Bryson Tiller,T R A P S O U L,2015-10-02,80,249320
R&B,Someday,2439UmlGFWg5C0CAreyr9L,"Eric Clapton, Mark Knopfler",Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,2014-01-01,56,228146
R&B,Thinkin Bout You,7DfFc7a6Rwfi3YQMRbDMau,Frank Ocean,channel ORANGE,2012-07-10,83,200746
R&B,Little Black Submarines - 2021 Remaster,3BR01wZsCALix7hnhZltGs,The Black Keys,El Camino (2021 Remaster),2011,62,251333
R&B,Girl With The Tattoo Enter.lewd,1eUGmzzvahJjOSWgDHuRlv,Miguel,All I Want Is You,2010-11-26,77,102813
R&B,Hey Daddy (Daddy's Home),030OCtLMrljNhp8OWHBWW3,USHER,Raymond v Raymond (Expanded Edition),2010-03-30,80,224093
R&B,Novacane,4osgfFTICMkcGbbigdsa53,Frank Ocean,Novacane,2011-01-01,81,302346
R&B,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,The Black Keys,El Camino,2011-12-06,68,193653
R&B,September,3wpLkju0bJy89kjgdRys0j,"Earth, Wind & Fire","The Essential Earth, Wind & Fire",2014-03-25,65,215080
R&B,Gold on the Ceiling - 2021 Remaster,54bO2CHOgGN44oWmAqib0I,The Black Keys,El Camino (2021 Remaster),2011,68,224490
R&B,Don't,3pXF1nA74528Edde4of9CC,Bryson Tiller,T R A P S O U L,2015-10-02,83,198293
R&B,Lonely Boy - 2021 Remaster,6OQWPkRPWVMzTQsHOjIZVD,The Black Keys,El Camino (2021 Remaster),2011,71,193679
R&B,Love More (feat. Nicki Minaj),2MDueMvPkUTpU6Xkmeinln,"Chris Brown, Nicki Minaj",X (Expanded Edition),2014-09-16,62,189706
R&B,The Worst,2wBCrtJS3E3TimRZ5MElTI,Jhené Aiko,Sail Out,2013-01-01,72,254493
R&B,Let Me Know (feat. Future),7wA4XiTQOWByeF6DGWoxkt,"Tamar Braxton, Future",Let Me Know (feat. Future),2014-10-07,59,238653
R&B,I Luv This Shit - Remix (Bonus Track),294pxweq9pggAO32OQVgYw,"August Alsina, Trey Songz, Chris Brown",Testimony (Deluxe),2014-01-01,64,266586
R&B,Two Weeks,6V0LX0hP1S0qH513CChAKt,FKA twigs,LP1,2014-08-11,55,247547
R&B,Movimento da sanfoninha - Ao vivo,2loApP0kPaim0BTDVP9F26,Anitta,Meu Lugar,2014-06-03,60,176608
R&B,Girl (feat. KAYTRANADA),3PFaFVWq5wucLu6s4baj9D,"The Internet, KAYTRANADA",Ego Death,2015-06-26,62,415613
R&B,My Main,79841Q43DJZuMZ8g3iosTq,"Mila J, Ty Dolla $ign",M.I.L.A.,2014-10-14,60,212712
R&B,Initiation,3QWENKFYGEgp3itgTnrgq9,The Weeknd,Echoes Of Silence (Original),2011-12-21,51,260730
R&B,West Savannah (feat. SZA),0Gt4nGWoATcQFL38a1NRao,"Isaiah Rashad, SZA",Cilvia Demo,2014-01-28,67,167276
R&B,Do You Love Me,0MRYsngZv8UGICDehOYuYJ,The Contours,Do You Love Me,2012-12-24,46,174195
R&B,End,05tFLPSXJ1BbqIXy4Jeqfh,Frank Ocean,channel ORANGE,2012-07-10,63,134600
R&B,Impatient,3WjyiSbfR74pjWXQ3IaFKJ,"Jeremih, Ty Dolla $ign",Late Nights: The Album,2015-12-04,66,245520
R&B,I'll Call U Back,6zfVYM5Nne0EzpjzYfJKwp,Erykah Badu,But You Caint Use My Phone (Mixtape),2015-11-27,59,117976
R&B,Aston Martin Music,5W7xC99N2Zzfh69r7I7zWK,"Rick Ross, Drake, Chrisette Michele",Teflon Don,2010-01-01,71,270626
R&B,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,Trey Songz,Trigga Reloaded,2015-06-23,68,197854
R&B,Shout,4J7VWj4ibCSw3tCiRKpypm,The Isley Brothers,Pure... '50s,2012-03-23,49,272560
R&B,Nakamarra,23D6FgVV4VygFfJxAtk72J,"Hiatus Kaiyote, Q-Tip",Tawk Tomahawk,2013-07-08,57,275320
R&B,Pilot Jones,2ohegz9maxzroKBu9YhcCM,Frank Ocean,channel ORANGE,2012-07-10,62,184080
R&B,Don't Think They Know (feat. Aaliyah),3uVCPFmavlWGQUqeYh8HhR,"Chris Brown, Aaliyah",X (Expanded Edition),2014-09-16,67,237986
R&B,特別的人,0VTzUEuHYD8s7CgQ15cDPo,Khalil Fong,危險世界,2014-04-11,66,259079
R&B,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",7er0EUMY653mxZ1NVD9mwQ,"Tyler, The Creator, Roy Ayers, Syd, Kali Uchis",Cherry Bomb,2015-04-13,62,179042
R&B,Childs Play (feat. Chance the Rapper),7GPstnufSTScEaw9dMxO9H,"SZA, Chance the Rapper",Z,2014-04-08,65,216234
R&B,Window Seat,74HYrIbnpc2xKCTenv5qKM,Erykah Badu,New Amerykah Part Two: Return Of The Ankh,2010-03-30,61,289720
R&B,9,3e90JC8EKLsSDUHmPpxkfp,"WILLOW, SZA",3,2014-11-11,61,253800
R&B,Fine China,0yz2J4wsXFCjMjpJ6A74yV,Chris Brown,X (Expanded Edition),2014-09-16,63,213200
R&B,1612,39rHfrVqCX6A55GF7uOZSC,Vulfpeck,Fugue State,2014-08-26,55,199639
R&B,Baile de Favela,5nwkZfrwFGehnwYA1Z664w,"Mc João, DJ R7",Baile de Favela,2015-12-10,51,170400
R&B,Don't Judge Me,0NG5gJzPHjYeQmqcmqfopN,Chris Brown,Fortune (Expanded Edition),2012-07-03,67,240173
R&B,Turn Blue,1pwWrPxonLIE12WWu9NzgU,The Black Keys,Turn Blue,2014-05-09,50,222960
R&B,Dead and Gone,3UD4sghkq8dHUwvKxln1nB,The Black Keys,El Camino,2011-12-06,49,221026
R&B,Fresh - Single Version,3HxirvxpHApfZzIeXFgASD,Kool & The Gang,Lo Mejor De Kool & The Gang,2014-01-01,24,211826
R&B,Head Over Heels,2Rtya81WOGAAQNoCMRmJRD,JD McPherson,Let The Good Times Roll,2015-02-09,40,197520
R&B,Hurry Up and Wait,1P0YruQuAFBmGgDxMM6gER,Ben Miller Band,"Any Way, Shape or Form",2014-08-05,53,183026
R&B,"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",46CA1H0T1r7u5lDUtVveAh,"Tyler, The Creator, Charlie Wilson, Chaz Bundick, Syd, Kali Uchis",Cherry Bomb,2015-04-13,63,401572
R&B,I'm A King Bee,01RPOnIW38TuFv0CvHdVmz,The Stone Foxes,I'm A King Bee,2011-04-26,51,199597
R&B,10 Lovers,5HPnumlogzZtpLEaORZjz1,The Black Keys,Turn Blue,2014-05-09,50,213226
R&B,They Call Me The Breeze,5zX6E4brIhshX7MPWQiiO5,Eric Clapton,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,2014-01-01,45,186534
R&B,Typical Guy,3qhVJic3C56I3TaNniDW38,"Dafuniks, Elias",Enter the Sideshow Groove,2012-02-13,47,210680
R&B,Driving Towards the Daylight,4i8D5dh2n2B1mUWgQSC5ZO,Joe Bonamassa,Driving Towards The Daylight,2012-05-22,49,289453
R&B,The Inside Man - Soopasoul remix,5VxHtln8GvqtvkxMB0tV0S,Funky Destination,Revolution Is Only Solution,2013-01-28,46,440350
R&B,Run Like The River,47aeY6IupdZAkLVoe5atUB,Vintage Trouble,1 Hopeful Rd.,2015-08-14,42,219744
R&B,Oh Wee,1PAgr8FeaUCbPEbpZXPsDv,The Wanton Bishops,Sleep With the Lights On,2015-02-23,54,157291
R&B,Open My Eyes,5Yz9Urz9CYn1HLiOlYkU1r,Rival Sons,Great Western Valkyrie (10th Anniversary Edition),2015-10-16,52,235815
R&B,Sleep With the Lights On,5RVSU5opRcV1lcBeSuBiiR,The Wanton Bishops,Sleep With the Lights On,2015-02-23,54,206815
R&B,Suffocation Blues,2WRk6RxETSwdsg2dhtnXxc,Black Pistol Fire,Black Pistol Fire,2015-09-16,53,161053
R&B,My Heart is Jumping,1alflwKGRVGvSOlMWDM2Z9,Bibi Tanga & The Selenites,40° of Sunshine,2012-07-10,50,228053
R&B,Ain't No Mountain High Enough,0qT7A83OOspqmhAe1JLhyS,Diana Ross,Lo Mejor De Diana Ross,2014-01-01,29,209706
R&B,Treme Treme o Bum Bum,7FNyol4zKujtnG2Gp20psF,MC PR,Treme Treme o Bum Bum,2012-01-26,41,175908
R&B,Put a Little Love On Me,6EOAOGls9pIdUJsrqytcXK,Delegation,The Best of Delegation,2010-01-14,51,269640
R&B,In Vein,6fUjGXOEVP5dRaMFUO1cqG,"Rick Ross, The Weeknd",Mastermind,2014-01-01,58,261853
R&B,I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,"USHER, Juicy J",I Don't Mind (feat. Juicy J),2014-11-21,64,251989
R&B,Liquor,5u7o3wXWJI7AN1b9KIf3m8,Chris Brown,Royalty (Deluxe Version),2015-12-18,61,224906
R&B,Lotus Flower Bomb (feat. Miguel),3MAgQuClHcAV8E9CbeBS6f,"Wale, Miguel",Ambition,2011-10-28,68,213253
R&B,Bed Peace,5Ck3e6z1bcSCes5gdo0Ddt,"Jhené Aiko, Childish Gambino",Sail Out,2013-01-01,70,256079
R&B,Anjos (Pra quem tem fé),1UvWx2hgpxlF7HPbwLSmIY,O Rappa,Nunca Tem Fim (Standard),2013-08-15,70,419520
R&B,Sweet November,7swGurTfZlwx7mTOE8PpIc,SZA,Z,2014-04-08,59,243744
R&B,Blue Dream,4Y8MG7qcAMk7JB7Eebpcvu,Jhené Aiko,Souled Out (Deluxe),2014-09-08,66,217026
R&B,Special Affair,3NWTRZ0A8xKlBP1qgNftql,The Internet,Ego Death,2015-06-26,59,176186
R&B,Professional,5ZicFGBDAi9J2YCVesboUp,The Weeknd,Kiss Land,2013-09-10,56,368720
R&B,Julia,3oUSdLtRYOSvXcLMrHctv7,SZA,Z,2014-04-08,59,219642
R&B,She Ain't You,3dhvQUA0NyrAea4vQ7X6Gn,Chris Brown,F.A.M.E. (Expanded Edition),2011-03-22,64,248106
R&B,Brand New Me,0827eActpDYORuhgvWB0oY,Alicia Keys,Girl On Fire,2012-11-26,50,233560
R&B,Funk The Rich - Original,0KOOPGJq37FXoFWnzjoDbz,Malente,No Risk No Funk (10 Year Anniversary Edition),2012-03-09,43,204976
R&B,Ziriguidum,6gqwx7W7i8AuL4Zi9Ptox8,Filhos De Jorge,Ziriguidum,2012-07-01,51,134400
R&B,Acompanha o Grave,1QCLBCIbfksbHAzhuVGvcp,"Mc Lele, Mc Maromba",Acompanha o Grave,2015-11-11,47,188769
R&B,Running on E,7q1rfAWSkb8AQpZCgEX3jq,Brent Faiyaz,Running on E,2015-11-15,65,282040
R&B,Midnight in Harlem,1ncSAZD0bzvU3cu0uPLbWd,Tedeschi Trucks Band,Revelator,2011-06-03,59,352666
R&B,Fingerprints,3c7N2fCFB4JVKGF8cWfteh,Hiatus Kaiyote,Choose Your Weapon,2015-05-01,51,256920
R&B,Good Things,4f5UDCPnNkjKenuhAsYDxx,Rival Sons,Great Western Valkyrie (10th Anniversary Edition),2015-10-16,41,356346
R&B,Part of Me,53DRkI3ebM3SbSQm4gQ1vF,Tedeschi Trucks Band,Made Up Mind,2013-08-16,55,246573
R&B,Rumble And Sway,5aagC9VbZrcwYUZDhgC8Ej,Jamie N Commons,Rumble And Sway EP,2013-01-01,42,185533
R&B,Céu Azul,3cqeso9qMA6HoISorEoFfk,Charlie Brown Jr.,Música Popular Caiçara: Edição Luxo (Ao Vivo),2012,70,198786
R&B,Fertilizer,6jypaMkKsoc5npsVzxhksl,Frank Ocean,channel ORANGE,2012-07-10,57,39640
R&B,Full Tilt Boogie,1bT54cjonipTciS5y04yfJ,"Uncle Louie, Walter Murphy",Uncle Louie's Here,2013-02-12,46,230367
R&B,Tears Always Win,1wPW7Ux4srJ8ugwXiHIP80,Alicia Keys,Girl On Fire,2012-11-26,43,239146
R&B,Hear My Train a Comin',4DmBVImaIhE3RyNvbtZTTz,Jimi Hendrix,"People, Hell & Angels",2013,50,341800
R&B,I'll Be Around - 2012 Remaster,2mfOE69nWiDL5PMhyrHxpq,The Spinners,Sweet Soul Music,2012-11-16,39,192120
R&B,No Love,7ewfvLrlI0VNht4vEnoTMh,"August Alsina, Nicki Minaj",No Love (Remix),2014-08-05,64,276080
R&B,Don't Owe You a Thang,1O0OuHwJt7uHL4JDT1uZRP,Gary Clark Jr.,The Bright Lights,2011-08-09,49,215866
R&B,Cajun Moon,5JCCKyYQlvg5HujwnZ43Sj,Eric Clapton,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,2014-01-01,40,147853
R&B,I'm Shakin',07AjyDeE85pDr4Dj8BzgWB,Jack White,Blunderbuss,2012-04-20,49,180173
R&B,Passinho do Volante,3uMhLvDwnwYHW6J5nhPlzL,"Furacão 2000, Os Leleks","Os Melhores Funks da Furacão 2000, Vol. 1",2015-09-18,47,174590
R&B,Love's Comin' At Ya - 2004 Digital Remaster,2JXK3ELYkEcGTE4dsO4kYq,Melba Moore,Other Side Of The Rainbow,2010-01-01,47,343520
R&B,In Time,39e1gl7VaxuCev5ga7bvNq,The Black Keys,Turn Blue,2014-05-09,46,268120
R&B,Smoke and Mirrors,1JKh2bRSYxx04pBEmFM6Bt,Jamiroquai,Rock Dust Light Star (Deluxe Version),2010-11-01,41,269946
R&B,Gold on the Ceiling,46iI0binWzpkEJgIWTYUBR,The Black Keys,Gold on the Ceiling,2012-01-24,37,224333
R&B,Chamakay,2iR4oHXi5qsb17b0KHVpon,"Blood Orange, Caroline Polachek",Cupid Deluxe,2013-11-18,49,260106
R&B,Beastly,5fl9iJbPf5ZPenmUJxH2k9,Vulfpeck,Mit Peck,2012-02-02,49,250650
R&B,Run Right Back,5HgAZuHFAU5qLLMYuIQkgq,The Black Keys,El Camino,2011-12-06,47,197000
R&B,Long Forgotten Track,7kT5dSnaSwjpgVgJLiJgZL,"Thorbjørn Risager & The Black Tornado, The Black Tornado",Too Many Roads,2014-03-21,46,268885
R&B,You Stopped the Rain,7pxjzF8eSNYB452sWey4lh,King King,Reaching for the Light,2015,45,251893
R&B,Are You Satisfied?,4N2d7hsNCkBCo1FLGAO9ll,Reignwolf,Are You Satisfied?,2013-08-02,50,214048
R&B,Love Don't Change,2gm0DvJILF5m2KvujJmqV2,Jeremih,All About You,2010-01-01,63,256866
R&B,Gotta Get Away,0zo4T5c5VV42554ySEc5J6,The Black Keys,Turn Blue,2014-05-09,49,180173
R&B,All Good In The Hood,6lYDFEsQRgCDj0cBKodzG0,Jamiroquai,Rock Dust Light Star (Deluxe Version),2010-11-01,43,215080
R&B,Hipster Shakes,7M0sDlChvalXXbuS5ITb18,Black Pistol Fire,Hush or Howl,2014-04-01,44,170500
R&B,Found Your Love,2ohinF8keJDshzetGAK0GX,"Bosq, Kuyen",Celestial Strut,2015-10-16,48,349257
R&B,Céu Azul - Ao Vivo,1z1EeTXwnz3gvoUvzvkkdw,Charlie Brown Jr.,Música Popular Caiçara: Edição Luxo (Ao Vivo),2012,67,200071
R&B,Let A Woman Be A Woman - Let A Man Be A Man,17Y2K7uNxMkaTDBtf1Tcv3,Dyke & The Blazers,Dyke's Greatest Hits - The Complete Singles,2013-01-01,47,193680
R&B,The Birds Pt. 1,323ujVhfSg16TlRK0PB5JY,The Weeknd,Trilogy,2012-11-13,51,214186
R&B,Climax,5pyVqlqThcxI7tPDjHIzPh,USHER,Looking 4 Myself (Expanded Edition),2012-06-12,60,232906
R&B,X,5pwcZWC7XdfoPo8FDwPaui,Chris Brown,X (Expanded Edition),2014-09-16,54,260573
R&B,I. Pink Toes,5rmmw20qm7TDplJvyQAhIn,"Childish Gambino, Jhené Aiko",Because the Internet,2013-12-10,61,207066
R&B,"Touchin, Lovin (feat. Nicki Minaj)",4bkhs6spQvVnVJAlXuKR6a,"Trey Songz, Nicki Minaj",Trigga Reloaded,2015-06-23,58,221971
R&B,Meu Novo Mundo,0LDT8QEHbPA0aawzm9CWP7,Charlie Brown Jr.,La Familia 013,2013-10-08,69,207053
R&B,There Goes My Baby,6IUiqtI8tE49sqGbmtrNd8,USHER,Raymond v Raymond (Expanded Edition),2010-03-30,60,281293
R&B,麥恩莉,04GSbfB9TU0uH32b3rZbLs,Khalil Fong,回到未來,2012-11-12,58,288360
R&B,From Time,0GaBIpyHvytM1UBYmqXu08,"Drake, Jhené Aiko",Nothing Was The Same,2013-01-01,67,322160
R&B,Dontcha,6dET51TwAJPrKV5wmA5Vhr,The Internet,Feel Good,2013-09-23,58,201640
R&B,Overtime,2gq9iG0maBxkuZI7yfGJuv,Bryson Tiller,T R A P S O U L,2015-10-02,63,218253
R&B,Angels Cry Remix - Remix,0TJRfA2MIIRd3tTDK9tPPf,"Mariah Carey, Ne-Yo",Angels Cry Remix feat. Ne-Yo,2010-01-01,56,233746
R&B,Ain't Thinkin' 'Bout You,4GtvQ52U6f9LGkwjAqL60e,"Bow Wow, Chris Brown",Aint Thinkin' Bout You,2010-01-01,61,230906
