genre,album_name,album_id,release_date,total_tracks,popularity,artists_album,artist_followers,artist_popularity,artist_genres
rock,Ghosts of Download,3KsFi9OJLtGQP7WIBvTX82,2014-05-12,13,16,Blondie,1842663,72,
rock,Panic of Girls,3taJK6ccQov0Z5FlKox65t,2011-05-30,11,19,Blondie,1842663,72,
rock,Sadnecessary,1iCwsK0jUzBPQx7XEpumbz,2013-05-31,14,71,Milky Chance,2064502,74,
rock,Helios,4Z1kH6bfeeMYtCuhnR4vEr,2014-02-24,11,47,The Fray,4264851,76,
rock,Scars & Stories,4dzceu1HEO3ocztLHl1Dom,2012-03-05,17,30,The Fray,4264851,76,
rock,She's So Unusual - Spotify Commentary,47jID5Vh9wlg2KXBC0O6lU,2014-04-01,8,6,Cyndi Lauper,3230807,74,
rock,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),4pox3k0CGuwwAknR9GtcoX,2014-03-28,22,61,Cyndi Lauper,3230807,74,
rock,Memphis Blues,7e8llQbStheFoOuhyvJGLo,2010-01-01,11,22,Cyndi Lauper,3230807,74,
rock,Live in Dublin,0Xp6SFQ4zVcn7HQpKIjMGm,2015-01-01,15,31,Daryl Hall & John Oates,2810043,77,"yacht rock, soft rock"
rock,"VS. (Other People’s Heartache, Pt. III)",1YXsPGQingGkJZLA8uuQNL,2014-12-01,9,41,Bastille,5642703,76,
rock,All This Bad Blood,5G6oMu9zNW2acdV0lqzI3L,2013-01-01,25,67,Bastille,5642703,76,
rock,Mechanical Bull (Expanded Edition),0cRJKK0y1sfZEqWub4dK9v,2013-09-24,13,65,Kings of Leon,5724529,80,
rock,Come Around Sundown (Expanded Edition),5xFZ4iElFbUFtOGX4lvdTM,2010-10-19,16,68,Kings of Leon,5724529,80,
rock,Rocks and Honey,3IGNeYN3CQEJgVRKe5Q2eu,2013,14,20,Bonnie Tyler,2374556,72,
rock,Live In Germany 1993,6pTe1JTx5nPU2zxQ8mTImV,2011-12-02,9,11,Bonnie Tyler,2374556,72,
rock,Total Eclipse of the Heart,7dxLmXZ8lG2mRiXzapdy6R,2011-04-18,6,30,Bonnie Tyler,2374556,72,
rock,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,16J9NCaxxRc2QW999f5V9H,2014-01-01,16,55,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
rock,Old Sock (Track By Track),0BeaxNPhOKKwwSBF5nMT1J,2013-03-12,24,29,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
rock,Old Sock,1SKOWmS3NFmWV9YQsUcBtB,2013-03-12,12,22,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
rock,Clapton,5Rkrz0jdb5BvaLPSbcvZoe,2010-09-27,16,42,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
rock,1,3QtNOiPGadcPDlniu8uUTg,2013-08-06,36,25,Duncan Dhu,944701,64,"rock en español, latin rock"
rock,Sonic Highways,2qwN15acAl3sm3Idce5vK9,2014-11-09,8,48,Foo Fighters,12843389,79,"rock, post-grunge, alternative rock, grunge"
rock,Wasting Light,5lnQLEUiVDkLbFJHXHQu9m,2011-04-12,11,62,Foo Fighters,12843389,79,"rock, post-grunge, alternative rock, grunge"
rock,Strut,6ksKEEJaGLjotvGEyWaVNH,2014-09-23,12,47,Lenny Kravitz,3575790,75,
rock,Black and White America,6LNHjMWCREImapsd1poDNg,2011-08-19,23,29,Lenny Kravitz,3575790,75,
rock,Bulletproof Picasso,1PMnpn5UMsYVP8bLT2v7U5,2014-09-16,12,44,Train,4503292,75,soft pop
rock,California 37,5zseibu9WEsPaZmkJUMkz1,2012-04-17,11,69,Train,4503292,75,soft pop
rock,"Save Me, San Francisco (Golden Gate Edition)",1CwXS6MAz8Wo7K4TzW9iuR,2010-12-01,19,72,Train,4503292,75,soft pop
rock,Jeff Lynne's ELO - Alone in the Universe,5fAkVfg29AWfqz2bOQqykl,2015-11-13,12,41,Electric Light Orchestra,4420086,75,art rock
rock,Electric Light Orchestra Live,4FzAX8otppBQf0PKJpFUF4,2013-04-22,11,29,Electric Light Orchestra,4420086,75,art rock
rock,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx,2014-09-15,11,67,The Script,8760246,79,
rock,#3 Deluxe Version,7JOCOjZTcLysDMkZGWlcIj,2012-09-10,17,71,The Script,8760246,79,
rock,Science & Faith (US Version),2oc73A20I1FTQiWGCkLeVP,2011-01-18,12,55,The Script,8760246,79,
rock,Science & Faith,5rtaHEtZdWQSrKJmuqPTB0,2010-09-13,10,62,The Script,8760246,79,
rock,Big Love,0Q1mR4f2xWsVHZhZrWh8AP,2015-05-29,13,35,Simply Red,2731740,73,
rock,Farewell: Live in Concert at Sydney Opera House,2ROL02gUpj3nTbB6CCuEz3,2011-05-24,16,46,Simply Red,2731740,73,
rock,Acoustique & More,3UJ5TATnxGgZGPREO7znde,2011-10-04,23,17,Foreigner,3769518,75,"aor, classic rock"
rock,Acoustique,2gF8Jnw5wk6GxUqprhciLA,2011-10-04,14,17,Foreigner,3769518,75,"aor, classic rock"
rock,Feels Like The First Time,2PkF7dq9jpgTbSN4y3AHdN,2011-09-13,23,55,Foreigner,3769518,75,"aor, classic rock"
rock,...When It's Live,36KX5clIchU4mnUVaU3L8j,2010-11-16,16,41,Foreigner,3769518,75,"aor, classic rock"
rock,Live In London 2010,7zIVAar5RsCUzD4JCzg04g,2010-07-31,10,14,Foreigner,3769518,75,"aor, classic rock"
rock,Eclipse,6Cy7Pc8c8GO15uhqtcfykQ,2011-05-24,12,25,Journey,6416343,77,"aor, classic rock"
rock,Live In Germany,4ZL37d12HZLfDLbmF46JZ1,2011-11-18,14,24,Heroes Del Silencio,2933287,71,"rock en español, latin rock, mexican rock, latin alternative"
rock,Strangeland,6JWc4iAiJ9FjyK0B59ABb4,2012-05-07,18,54,Keane,3874685,77,
rock,Night Train,1fwHxlyNXdNwJ95xOv9ZYP,2010-01-01,9,37,Keane,3874685,77,
rock,Complete Rarities 1988-2011,4jxtCChrZapP34Zu3PwDON,2014-05-16,131,35,R.E.M.,5303751,76,"jangle pop, alternative rock, rock"
rock,Collapse Into Now,2QfGdHHkWY0zBlwnMtoj9H,2011-01-01,12,44,R.E.M.,5303751,76,"jangle pop, alternative rock, rock"
rock,Another Country (Deluxe),0mxhZtCx7PNVLRBO3K8XoG,2015-10-23,17,21,Rod Stewart,5501817,76,soft rock
rock,Another Country,6mr7twuDKMgKVTl6sskYnS,2015-10-23,12,25,Rod Stewart,5501817,76,soft rock
rock,Live 1976 - 1998: Tonight's the Night,6427BkrSWr5rVBOEWcYILd,2014-03-14,58,37,Rod Stewart,5501817,76,soft rock
rock,The Studio Albums 1975 - 2001,08DXSE49P94Q0GdqJWmgU9,2014,141,28,Rod Stewart,5501817,76,soft rock
rock,Time (Deluxe),4K5Ri11g53a0uodZ94JzF7,2013-01-01,28,21,Rod Stewart,5501817,76,soft rock
rock,Time,3wwODQlvp1nxaQNyLKS5Vy,2013-01-01,12,29,Rod Stewart,5501817,76,soft rock
rock,"Merry Christmas, Baby (Deluxe Edition)",11E8YDVhtljf7D9jVUL62i,2012-01-01,16,17,Rod Stewart,5501817,76,soft rock
rock,"Merry Christmas, Baby",7mcyR9Z35tlZoa0nC7PnuH,2012-01-01,13,33,Rod Stewart,5501817,76,soft rock
rock,Fly Me To The Moon...The Great American Songbook Volume V (Deluxe Version),7ilPivIyDt1DF8QOz2usD1,2010-10-15,18,36,Rod Stewart,5501817,76,soft rock
rock,Fly Me To The Moon...The Great American Songbook Volume V,1Qy7vORyImzsfU89puG4gV,2010-10-15,12,44,Rod Stewart,5501817,76,soft rock
rock,The Last Ship (Super Deluxe),2nnAcZyupXj6rjsO64i57S,2013-01-01,20,23,Sting,3808181,75,soft rock
rock,The Last Ship (Deluxe),2aMkKzCvsavPM8bLNFM844,2013-01-01,17,42,Sting,3808181,75,soft rock
rock,The Last Ship,5KSKxWGQt6CB4gi7N8S14i,2013-01-01,12,21,Sting,3808181,75,soft rock
rock,Singer Pur Sings Sting,4agxMvuKq26G0ukcfN2Td1,2012-07-03,14,5,"Sting, Singer Pur",3808181,75,soft rock
rock,Symphonicities (Bonus Track Version),3YMwrJSucJpIs5pNatXHNs,2010-01-01,13,17,Sting,3808181,75,soft rock
rock,Symphonicities,1dpyonY9ev2z5a7rwfERZh,2010-01-01,12,41,Sting,3808181,75,soft rock
rock,Live In Berlin,6adPwMLvUlBuL6WfExnCUu,2010-01-01,14,41,Sting,3808181,75,soft rock
rock,Magnetic (Deluxe Version),35jYPfl0Y8rCfMU2EkO56x,2013-06-07,13,40,The Goo Goo Dolls,3382985,80,
rock,Magnetic,2pYRp07Kxh0sFzKahkaMZl,2013-06-04,11,51,The Goo Goo Dolls,3382985,80,
rock,Something for the Rest of Us (Deluxe),10yO1S1f2EyIzGmCxGoBf7,2010-08-27,15,28,The Goo Goo Dolls,3382985,80,
rock,The Universe Smiles Upon You,32MaUU5gk5Ig0nHC9G5VNX,2015-11-06,10,63,Khruangbin,2166401,73,neo-psychedelic
R&B,Venice,2Wl2eLBIbjAt6AZwd07IxG,2014-10-28,16,47,Anderson .Paak,2693379,79,
R&B,Distant Lover,4vvWW7JUBASZzXtjMpqBks,2015-08-25,14,5,Marvin Gaye,5915914,76,"motown, classic soul, soul, northern soul, quiet storm"
R&B,The Masquerade is Over - Early Hits,2fwj2s6ozTYoDzrSHywTSJ,2014-07-11,12,5,Marvin Gaye,5915914,76,"motown, classic soul, soul, northern soul, quiet storm"
R&B,Live Pack - Marvin Gaye,2gPKsIQptwIWAFF7dGIcKq,2011-03-22,9,2,Marvin Gaye,5915914,76,"motown, classic soul, soul, northern soul, quiet storm"
R&B,The Marvin Gaye Collection,0Q3zkIW2hLXbBieWZCKXwO,2011-01-01,11,28,Marvin Gaye,5915914,76,"motown, classic soul, soul, northern soul, quiet storm"
R&B,Aquarius,6zXUDBGLbrB9Kgkw2Y3F7L,2014-10-01,18,70,Tinashe,3063413,80,alternative r&b
R&B,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,16J9NCaxxRc2QW999f5V9H,2014-01-01,16,55,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
R&B,Old Sock (Track By Track),0BeaxNPhOKKwwSBF5nMT1J,2013-03-12,24,29,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
R&B,Old Sock,1SKOWmS3NFmWV9YQsUcBtB,2013-03-12,12,22,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
R&B,Clapton,5Rkrz0jdb5BvaLPSbcvZoe,2010-09-27,16,42,Eric Clapton,6518739,74,"blues, blues rock, classic rock"
R&B,Holiday,2clJOOkMz707eU2OnHgS0z,2014-10-21,13,25,"Earth, Wind & Fire",4991078,77,"funk, disco"
R&B,The Promise,0bVTNgVEz7AGjx895N4vWO,2014-06-10,18,25,"Earth, Wind & Fire",4991078,77,"funk, disco"
R&B,You Should Be Here,3JFEZqTae3svhW8226cnNL,2015-04-28,14,49,Kehlani,8504068,81,
R&B,Cloud 19,0Z4zmV6ITJ6PUjCmAsHxdE,2014-08-26,7,37,Kehlani,8504068,81,
R&B,T R A P S O U L,6eZdwrhB97A3EYx9QppGfl,2015-10-02,14,80,Bryson Tiller,10439171,83,"trap soul, r&b"
R&B,Kauai,7DtpLngwHYD5j0lZlMFuwU,2014-10-03,7,53,Childish Gambino,14425197,81,
R&B,Because the Internet,5h0KYWMZIg8xT6eRGYkNMh,2013-12-10,19,71,Childish Gambino,14425197,81,
R&B,Heartbeat (Remix Bundle),1ggioHYkuCAwO0ZIEB27Pm,2012-02-14,8,24,Childish Gambino,14425197,81,
R&B,Camp,01MRGgNbfWrE291tQjw9ta,2011-11-15,13,77,Childish Gambino,14425197,81,
R&B,Camp (Deluxe Edition),6y08a862sRi9ILcYGkLljn,2011,17,26,Childish Gambino,14425197,81,
R&B,Wildheart (Deluxe Version),6W8ZsoinSMViZMh9aYK7gQ,2015-06-26,16,55,Miguel,6043546,81,r&b
R&B,Wildheart,6b5WANFyoXhaMTXPqLF6ez,2015-06-24,13,54,Miguel,6043546,81,r&b
R&B,Spotify Sessions London,3RpDqtToIqvKnD6iQe9WT4,2013-07-02,8,26,Miguel,6043546,81,r&b
R&B,Kaleidoscope Dream - Track by Track Commentary,6VcyVQu3YmkzIWvxHVyCCB,2012-10-15,13,8,Miguel,6043546,81,r&b
R&B,Kaleidoscope Dream,4c37f9SDnzZ4Sj9ZLF35r0,2012-10-01,13,47,Miguel,6043546,81,r&b
R&B,Kaleidoscope Dream (Deluxe Version),4Rvzx3X6hcDb7nty1IzVP4,2012,15,60,Miguel,6043546,81,r&b
R&B,All I Want Is You,493HYe7N5pleudEZRyhE7R,2010-11-26,13,77,Miguel,6043546,81,r&b
R&B,Everything Is 4,59eUYETmE1zi31ESb3SUkI,2015-05-29,11,67,Jason Derulo,12463540,80,
R&B,Spotify Sessions,6OFv8k32CcUZGXBoZQ0IiD,2015-01-13,11,21,Jason Derulo,12463540,80,
R&B,Tattoos (Special Edition),45WiY2DUJyqbIKfHnQo4lN,2013-09-10,18,56,Jason Derulo,12463540,80,
R&B,Tattoos (Deluxe Edition),3wDeTllVvayYsWTHsFNWZQ,2013-09-10,15,58,Jason Derulo,12463540,80,
R&B,Tattoos,1OdcBxCNY52OXH0r4odXqP,2013-09-10,11,66,Jason Derulo,12463540,80,
R&B,Reloaded,4ynK4FItUnQEpy1skJy9qq,2011-12-16,12,26,Jason Derulo,12463540,80,
R&B,Future History Platinum Edition,49SayFufMgfcW4off39Gl6,2011-09-26,14,24,Jason Derulo,12463540,80,
R&B,Future History,3SrcL9F89iueudJ4v9Vbgo,2011-09-26,28,17,Jason Derulo,12463540,80,
R&B,Future History (Deluxe Edition),31tCg5RXhY5jpagfCPcQa2,2011-09-16,14,63,Jason Derulo,12463540,80,
R&B,Jason Derulo (International),0DEsmIQ5ir7tz52Nkf4i1K,2010-02-26,10,68,Jason Derulo,12463540,80,
R&B,Whitney Houston Live: Her Greatest Performances,36ofDpRRmMmSVVmsynRAs0,2014-11-10,16,42,Whitney Houston,11437949,79,
R&B,PARTYNEXTDOOR TWO,1xwhNJCfTwuRia7Cpo7IbJ,2014-07-29,12,76,PARTYNEXTDOOR,9821714,87,"dark r&b, r&b, trap soul"
R&B,PARTYNEXTDOOR,1q4B7r3dzzwkarZ1B9bk9e,2013-07-01,10,75,PARTYNEXTDOOR,9821714,87,"dark r&b, r&b, trap soul"
R&B,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,2015-08-28,14,82,The Weeknd,110809317,97,
R&B,Kiss Land (Deluxe),6wRev1uYL0JsMsWqktJuVi,2013-09-10,12,55,The Weeknd,110809317,97,
R&B,Kiss Land,3hhDpPtCFuQbppwYgsVhMO,2013-09-10,10,62,The Weeknd,110809317,97,
R&B,Trilogy,2XGEyGU76kj55OdHWynX0S,2012-11-13,30,66,The Weeknd,110809317,97,
R&B,Echoes Of Silence (Original),04hy4jb1GDD00otiwzsFUB,2011-12-21,9,60,The Weeknd,110809317,97,
R&B,Thursday (Original),6F87lH0I09qlrzvCCKc7lz,2011-08-18,9,61,The Weeknd,110809317,97,
R&B,House Of Balloons (Original),7zCODUHkfuRxsUjtuzNqbd,2011-03-21,9,78,The Weeknd,110809317,97,
R&B,Royalty (Deluxe Version),0VWmEVuQ8tA5iA3cCTrgxa,2015-12-18,18,65,Chris Brown,27764489,91,r&b
R&B,Fan of A Fan The Album (Expanded Edition),4neocSMt40stXKK2B8Sy2G,2015-02-24,16,74,"Chris Brown, Tyga",27764489,91,r&b
R&B,X (Expanded Edition),3LByoNjO4gbuX5D0u26LDY,2014-09-16,22,73,Chris Brown,27764489,91,r&b
R&B,Fortune (Expanded Edition),4AGQTp6rk7v8fPbFu739l7,2012-07-03,22,64,Chris Brown,27764489,91,r&b
R&B,F.A.M.E. (Expanded Edition),6df0qvkMXoyHGt9J8cujZb,2011-03-22,18,74,Chris Brown,27764489,91,r&b
R&B,Revolver (Expanded Edition),7rWNM4Q11nvmpHOuSnLFME,2011-12-06,20,62,T-Pain,5702403,83,
R&B,Hato Rey,6gvkUEbCnJjaT6AKFaAPfb,2015-03-24,14,40,Alvaro Diaz,1428990,78,
R&B,Alicia Keys - VH1 Storytellers,2JimBGRjtQcmMriFKlNaf9,2013-06-23,11,32,Alicia Keys,12781496,81,"r&b, neo soul"
R&B,Girl On Fire,3qqhNVbjLFNdLviBFrFwCa,2012-11-26,13,50,Alicia Keys,12781496,81,"r&b, neo soul"
R&B,Looking 4 Myself (Expanded Edition),7eyuQZCLG5tdjWpKZbDE8g,2012-06-12,18,60,USHER,13567594,84,r&b
R&B,Versus,6bnDvfVdO3LarvcpWEzmeD,2010-08-24,9,39,USHER,13567594,84,r&b
R&B,Raymond v Raymond (Expanded Edition),6A1F3Fkq5dYeYYNkXflcTX,2010-03-30,22,78,USHER,13567594,84,r&b
R&B,channel ORANGE,392p3shh2jkxUxY2VHvlH8,2012-07-10,17,83,Frank Ocean,19897264,88,
R&B,XSCAPE - Track by Track Commentary,54WFfZzds26NrwcmStfamd,2014-05-09,8,25,Michael Jackson,36834591,87,
R&B,XSCAPE,7pomP86PUhoJpY3fsC0WDQ,2014-05-09,17,74,Michael Jackson,36834591,87,
R&B,Bad 25th Anniversary,24TAupSNVWSAHL0R7n71vm,2012-09-18,24,71,Michael Jackson,36834591,87,
R&B,Michael,5S7ySBYbWKsZdVYQrNtrWf,2010-12-10,7,55,Michael Jackson,36834591,87,
R&B,Free TC,325oe5W5EgQVcuzNwBBnmt,2015-11-13,15,52,Ty Dolla $ign,7133297,84,trap soul
R&B,Ty $,5HIww7rzO5OTZTyj3pH0NR,2014-12-08,11,21,Ty Dolla $ign,7133297,84,trap soul
R&B,Non-Fiction (Deluxe),4X7aga1TlyCmquHHd7otHy,2015-02-13,21,57,Ne-Yo,10067808,83,
R&B,Non-Fiction,5dhyP4mwQcgKtoTdDmYhAO,2015-02-13,12,24,Ne-Yo,10067808,83,
R&B,R.E.D. (Deluxe Edition),4HPdvrPf9RGfJ2hNYrODpC,2012-01-01,17,58,Ne-Yo,10067808,83,
R&B,The Apprenticeship of Mr. Smith The Birth of Ne-Yo,11s8k3J0lstr48FJfbtooB,2010-11-02,12,12,Ne-Yo,10067808,83,
R&B,Libra Scale,2qqB7RaEdn2Lkte4St3Ban,2010-01-01,10,57,Ne-Yo,10067808,83,
R&B,Por Vida,6f5gAJpM85TE6aQ81h46T5,2015-02-04,9,70,Kali Uchis,9271410,87,
R&B,BEYONCÉ [Platinum Edition],2UJwKSBUz6rtW4QLK74kQu,2014-11-24,20,75,Beyoncé,40942454,89,
R&B,4,6sUoihv7EBflLLP4VriHUe,2011,18,54,Beyoncé,40942454,89,
R&B,I Am...World Tour,5O7PYNgE3VLWrvB80fIaDZ,2010-11-26,25,50,Beyoncé,40942454,89,
R&B,KonKrete Jungle,7BuPO7yqJYGScpH2Qq6ZSu,2014-02-04,12,33,Akon,5875112,85,
R&B,Koncrete Vol. 1,3ZpfQDwafNdaEUnbWVHIlM,2013-12-17,10,32,Akon,5875112,85,
R&B,Konvict Allstars,5OxggY6YGvJiYWskRN5T7W,2013-12-16,12,21,Akon,5875112,85,
R&B,Z,2qCyMMQ785sPH4Yx25GQZ8,2014-04-08,10,62,SZA,32280365,91,r&b
R&B,Cupid Deluxe,1bsLkHcWAGUao6Z1dHOEIB,2013-11-18,11,59,Blood Orange,1296049,76,art pop
R&B,Coastal Grooves,5LMfBxAyFy41CavxGAykHR,2011-08-08,10,68,Blood Orange,1296049,76,art pop
R&B,Kaytra to Do,04ujSnhw3iG2pdXbFsQIXK,2013-02-25,8,11,KAYTRANADA,1808876,76,
R&B,A Curious Tale of Trials + Persons,4hXcI8zGSBClqEs72f0GGR,2015-09-18,10,27,Little Simz,1224939,69,
R&B,E.D.G.E,32RJzqlapfiU0fr2l4SSW9,2014-10-03,13,21,Little Simz,1224939,69,
R&B,Blank Canvas,1o0XDWp8dSojoZ7yZh6fgu,2014-10-03,12,22,Little Simz,1224939,69,
R&B,PIL 2,6lpKs2PPj9w9WHdt7E6thd,2012-02-28,13,22,Ja Rule,2126754,73,east coast hip hop
R&B,PIL 2,0Zd18i9wkHyAIS35NJZRmZ,2012-02-28,13,18,Ja Rule,2126754,73,east coast hip hop
R&B,Altamira (Original Motion Picture Soundtrack),2p4P5RIVN3tDGci4MFWw48,2015-04-22,10,36,"Mark Knopfler, Evelyn Glennie",1715620,65,soft rock
R&B,Tracker (Deluxe),6Ur3bjzX33x6rC1Z4cvrgj,2015-03-09,15,52,Mark Knopfler,1715620,65,soft rock
R&B,Privateering (Deluxe Version),10XfWGXYcyZvIsxqMCEDUb,2012-01-01,25,49,Mark Knopfler,1715620,65,soft rock
R&B,Jackie (Deluxe),1vxEYHEzZI2l1AyZOtVHKJ,2015-05-04,16,49,Ciara,7280859,74,
R&B,Ciara,1ZhBKlFwsI2ppVo8LivPyG,2013-07-05,10,54,Ciara,7280859,74,
R&B,The Collection,5Lh9Xz2JmT7VW2b9lkBr6a,2012-10-22,17,23,Ciara,7280859,74,
R&B,Basic Instinct,5kcwxjSYHuuafWqUflsSsu,2010-12-10,11,47,Ciara,7280859,74,
R&B,The London Sessions,4CgiEe8ECxncoOlDK93qzV,2014-11-28,12,32,Mary J. Blige,4317148,74,r&b
R&B,Think Like a Man Too (Music from and Inspired by the Film),6Bvizrnjft6JCqMWSQbJTA,2014-06-13,14,22,Mary J. Blige,4317148,74,r&b
R&B,A Mary Christmas,54qQgflPZiLpk3YZtQf4Ke,2013-01-01,12,21,Mary J. Blige,4317148,74,r&b
R&B,Rock of Ages,47J9U3otPqvAbwV8extILp,2012-06-08,20,43,"Tom Cruise, Catherine Zeta-Jones, Alec Baldwin, Russell Brand, Paul Giamatti, Mary J. Blige, Julianne Hough, Diego Boneta",7321,0,
R&B,My Life II...The Journey Continues (Act 1) [Deluxe],3WeHs97FOthe9WOS3mBh7g,2011-01-01,17,26,Mary J. Blige,4317148,74,r&b
R&B,My Life II...The Journey Continues (Act 1),4wrDyFWFk6ZBEAcn1auEoP,2011-01-01,14,18,Mary J. Blige,4317148,74,r&b
R&B,Stronger with Each Tear (International Version),12CHmZQWSarBsEUtasPtbA,2010-01-01,15,20,Mary J. Blige,4317148,74,r&b
R&B,A Wonderful Christmas With Ashanti (Deluxe),3CyCx7ADsUVTAz20eTYm0C,2014-10-28,8,7,Ashanti,3526203,74,r&b
R&B,Braveheart,5F4188CYajXhkZuFI4Jl83,2014-03-04,13,26,Ashanti,3526203,74,r&b
R&B,Maryland (Disorder),6jXOkmn6RsKDlRtDCaI2Y8,2015-05-16,15,28,Gesaffelstein,1206620,74,
R&B,Aleph,3MiiF9utmtGnLVITgl0JP7,2013-10-28,14,52,Gesaffelstein,1206620,74,
R&B,HITNRUN Phase Two,1Z7W9oZNZD3ySSnZkRzJgd,2015-12-12,12,31,Prince,7805890,73,"funk, funk rock"
R&B,HITNRUN Phase One,3D71T1JXEsvaTbz7At9NhE,2015-09-07,11,22,Prince,7805890,73,"funk, funk rock"
R&B,PLECTRUMELECTRUM,675uV1x91y53JcI7elQN2b,2014-09-26,12,26,"Prince, 3RDEYEGIRL",7805890,73,"funk, funk rock"
R&B,ART OFFICIAL AGE,1xRg9g9QCGjFp9poxLnU5M,2014-09-26,13,32,Prince,7805890,73,"funk, funk rock"
R&B,20Ten,14FmMNCbgVpLnNDlBcPS00,2010-07-10,10,22,Prince,7805890,73,"funk, funk rock"
R&B,Silence,2s7lwmva05g4kccq1f31oK,2014-06-11,14,39,Russ,5474700,77,
R&B,Brain Dead,2kZ8n3EFPdiWXM5x2j0JxF,2014-03-23,12,33,Russ,5474700,77,
R&B,Pink Elephant,0NI2guYRXuRQvjAiSrhfh5,2014-01-22,8,47,Russ,5474700,77,
R&B,Color Blind,3TS0aPsOU08Eu3Jr5NSWPz,2013-09-02,13,30,Russ,5474700,77,
R&B,The Edge,3kPc19Tdm25i0GCfjvtcOz,2013-06-12,25,27,Russ,5474700,77,
R&B,Vacation,5vBogQencvbV8I0N38tf5E,2012-10-30,14,23,Russ,5474700,77,
R&B,5280,6K4fDvF7E5uqN1BsvYUYFp,2012-07-25,12,22,Russ,5474700,77,
R&B,Straight from Limbo,5x1YzNGPlD0K2rExbgMa7k,2012-04-25,19,31,Russ,5474700,77,
R&B,Apollo 13,4FWRkDpjc2nCoYtGeNYNIp,2012-01-24,8,23,Russ,5474700,77,
R&B,Velvet,5WzxgdzPvlq825wikQSRjv,2011-12-09,8,21,Russ,5474700,77,
R&B,Hard Knocks,6pr2OYrD23UO98lL9lp1Mp,2012-01-24,10,27,Joe Cocker,2580275,67,
R&B,Souled Out (Deluxe),6UKXuiWFuwxzC5rd0SW4Bo,2014-09-08,14,63,Jhené Aiko,9523680,80,r&b
R&B,Sail Out,73TNMu44lT0m1h1Nn6Bfiq,2013-01-01,7,70,Jhené Aiko,9523680,80,r&b
R&B,Talk A Good Game (Deluxe Edition),059i5tLNW2ASf1qoVn6LSX,2013-01-01,15,48,Kelly Rowland,3668351,72,
R&B,Talk A Good Game,4E8UUUe0aXUPor4TD3P9m8,2013-01-01,12,18,Kelly Rowland,3668351,72,
R&B,Here I Am (Int'l Version),0fqSVcXza5It71LS2BJdLR,2011-01-01,17,46,Kelly Rowland,3668351,72,
R&B,Here I Am (Deluxe Version),673D6VTmxJquUg31Wq1j0S,2011-01-01,14,58,Kelly Rowland,3668351,72,
R&B,Here I Am,2O3zE7WwhqvcBLE997Ae4U,2011-01-01,10,29,Kelly Rowland,3668351,72,
R&B,Turn Blue,6TvxpBzf9c8H1fsrAaQ8t3,2014-05-09,11,60,The Black Keys,4135145,74,"blues rock, garage rock, modern blues, rock"
R&B,El Camino,5DLhV9yOvZ7IxVmljMXtNm,2011-12-06,11,63,The Black Keys,4135145,74,"blues rock, garage rock, modern blues, rock"
R&B,Aretha Franklin Sings The Great Diva Classics,6GDaEPN935WkElYXTR6Ejd,2014-10-17,10,39,Aretha Franklin,3769777,71,"soul, motown, classic soul, jazz blues"
R&B,Didn't It Rain: The Chicago Sessions (Live),0IBaf42lPARowaA0i2Nd4C,2014-03-30,12,6,Aretha Franklin,3769777,71,"soul, motown, classic soul, jazz blues"
R&B,La Familia 013,53GOG940xY4LOpgD8YzQrJ,2013-10-08,13,63,Charlie Brown Jr.,8944973,78,"brazilian rock, mpb, brazilian pop"
R&B,Música Popular Caiçara (Ao Vivo),4j8gmVMG1HM5oNyKRYNJWB,2012-04-12,15,40,Charlie Brown Jr.,8944973,78,"brazilian rock, mpb, brazilian pop"
R&B,Música Popular Caiçara: Edição Luxo (Ao Vivo),6oXMHZ4TuFId1OgRb4Eb3Y,2012,29,66,Charlie Brown Jr.,8944973,78,"brazilian rock, mpb, brazilian pop"
R&B,Papo Reto,0ZAr8mzCFeBQ0Rl5UpuWzS,2011-01-03,16,35,Charlie Brown Jr.,8944973,78,"brazilian rock, mpb, brazilian pop"
R&B,Spotify Sessions,2nnlLfiRNxFpwErX4vjCSv,2015-06-23,14,6,Wale,4259556,76,
R&B,The Album About Nothing,6aCr3UaB8lM9g6TtFB3qwd,2015-03-31,14,54,Wale,4259556,76,
R&B,The Gifted,2m1DkB7oqaZu8BzAAUfwlq,2013-06-25,16,68,Wale,4259556,76,
R&B,Money Dance,44nimSW0AiTZ5m7huqvylT,2013-05-01,12,21,Wale,4259556,76,
R&B,Folarin,3m3w8mC8a3JnEMBHFHqIpn,2012-12-24,20,27,Wale,4259556,76,
R&B,Panamera Lifestyle,0bYg61kfoQ91lscS4zpdzh,2012-12-10,12,10,Wale,4259556,76,
